-2.588153774791337458e-01,-2.319999999999999929e+01
1.272821632500371059e-01,5.200000000000000178e+00
-5.550731337667853538e-01,6.599999999999999645e+00
-2.179715273204628143e-02,3.600000000000000089e+00
-5.517952223935693734e-01,2.200000000000000178e+00
-9.923927400605888627e-01,4.000000000000000000e+00
-6.610992423872188439e-01,-1.340000000000000036e+01
-2.193024890415828099e-01,-7.400000000000000355e+00
-5.295540965716378778e-01,-1.519999999999999929e+01
-9.132814206883495267e-02,-1.100000000000000000e+01
